cell_index,n,k,mu2,rho,controls,hetero,expected_first_stage_f,estimator,n_reps,n_failed,median_bias,mean_bias,mad,rmse,iqr_sd,coverage,median_ci_width,se_ratio,median_first_stage_f
16,500,50,300.0,0.5,0,True,7.0,JIVE2,2000,0,-0.0711205624650407,-0.0719961436334352,0.0750788468286337,0.1044278191733927,0.0729963663322743,0.781,0.2421445123593045,0.8441867499374839,6.919068245221833
16,500,50,300.0,0.5,0,True,7.0,UJIVE1,2000,0,-0.0062389191953768,-0.0065509669438538,0.0442113151711728,0.0674810070357769,0.0661760712994267,0.9435,0.2504738475038456,0.9632223440824624,6.919068245221833
16,500,50,300.0,0.5,0,True,7.0,UJIVE2,2000,0,-0.0063441078855369,-0.0065907896334107,0.0439357781387582,0.0672451431147155,0.0651204331163487,0.943,0.249893264073726,0.9765678251353788,6.919068245221833
17,500,50,300.0,0.5,2,True,7.0,OLS,2000,0,0.2779006236823924,0.2784554630838934,0.2779006236823924,0.2806504358678665,0.0365597984911297,0.0,0.1329746322662734,0.9256054020141644,6.9681469086709935
17,500,50,300.0,0.5,2,True,7.0,2SLS,2000,0,0.0645967044951436,0.0634877375241688,0.0657807495289997,0.0825533023402757,0.0525939777470975,0.7515,0.2059385731567517,0.9964661655768496,6.9681469086709935
17,500,50,300.0,0.5,2,True,7.0,JIVE1,2000,0,-0.1726552278394872,-0.1757073074980632,0.1726552278394872,0.1884706185201112,0.0665789889018853,0.1645,0.2318060873652646,0.8860301840206939,6.9681469086709935
17,500,50,300.0,0.5,2,True,7.0,JIVE2,2000,0,-0.073183374117986,-0.0768974162973538,0.0751673189115527,0.1082885934303344,0.0745111658493815,0.7565,0.243413512788706,0.8313505742461771,6.9681469086709935
17,500,50,300.0,0.5,2,True,7.0,UJIVE1,2000,0,-0.0048814813638242,-0.0077743871937042,0.0447147064153737,0.0672601380162947,0.0654919893092698,0.9465,0.2521343202102836,0.9797260574941116,6.9681469086709935
17,500,50,300.0,0.5,2,True,7.0,UJIVE2,2000,0,-0.0043628156606606,-0.0077710903265599,0.0448278778983085,0.0670904995775813,0.0658163535436427,0.9455,0.2515465304644937,0.97262491486656,6.9681469086709935
18,500,100,25.0,0.5,0,True,1.25,OLS,2000,0,0.4249404329103721,0.4247184061419335,0.4249404329103721,0.426790122523126,0.0405008485375822,0.0,0.1603836269428824,1.0077691286776995,1.2446421893735176
18,500,100,25.0,0.5,0,True,1.25,2SLS,2000,0,0.3630848782171608,0.3626066206823617,0.3630848782171608,0.3717650172782612,0.0818231876355183,0.0085,0.3188620656334429,0.9917257796782294,1.2446421893735176
18,500,100,25.0,0.5,0,True,1.25,JIVE1,2000,0,-0.8459765785518006,-0.8530431530205332,0.8459765785518006,0.8702766933420406,0.1695907795750861,0.0,0.5040917969512666,0.7564366033560649,1.2446421893735176
18,500,100,25.0,0.5,0,True,1.25,JIVE2,2000,0,-0.8044512662546066,-0.8155885400953335,0.8044512662546066,0.8437784053688006,0.2156864152273737,0.0,0.6173763383716047,0.7284375590153895,1.2446421893735176
18,500,100,25.0,0.5,0,True,1.25,UJIVE1,2000,0,0.0952272595852817,-0.194453531631252,0.3792160406505303,10.89098840516382,0.5438057068461808,0.9595,2.1190047503768534,0.9916383443248016,1.2446421893735176
18,500,100,25.0,0.5,0,True,1.25,UJIVE2,2000,0,0.0925133374713289,-0.3531502837511858,0.3725089188035692,12.063958916353856,0.5407597592615756,0.961,2.120553070365731,0.9979526183677696,1.2446421893735176
19,500,100,25.0,0.5,2,True,1.25,OLS,2000,0,0.4251217174431438,0.4259925089295031,0.4251217174431438,0.4281198486491402,0.0425487038154629,0.0,0.1602117175215327,0.958227913155672,1.234611553982795
19,500,100,25.0,0.5,2,True,1.25,2SLS,2000,0,0.3584219314982837,0.3601468494599854,0.3584219314982837,0.3696388837232842,0.0851070624971738,0.0115,0.3192390541246279,0.9545777128083393,1.234611553982795
19,500,100,25.0,0.5,2,True,1.25,JIVE1,2000,0,-0.8777635492420592,-0.8827661391960965,0.8777635492420592,0.9003169653964171,0.17831102205538,0.0,0.5124794024343622,0.7314069815602724,1.234611553982795
19,500,100,25.0,0.5,2,True,1.25,JIVE2,2000,0,-0.8479913950926077,-0.8521805166021854,0.8479913950926077,0.8807526199722944,0.2236194207136178,0.0,0.6336202652852814,0.7210749637987761,1.234611553982795
19,500,100,25.0,0.5,2,True,1.25,UJIVE1,2000,0,0.0664818630580924,-0.085359305706727,0.4275946750794767,32.16399646979943,0.6346665701612292,0.964,2.516174627167964,1.0089183740305925,1.234611553982795
19,500,100,25.0,0.5,2,True,1.25,UJIVE2,2000,0,0.0658486820214657,2.246495493943371,0.429449575770196,89.3475999038827,0.6355822537647605,0.966,2.543724579229588,1.0184956998679129,1.234611553982795
20,500,100,100.0,0.5,0,True,2.0,OLS,2000,0,0.3727602055562447,0.373297598852248,0.3727602055562447,0.3753898518266456,0.0394036801292647,0.0,0.1516677299777526,0.979538575915951,1.999462223756705
20,500,100,100.0,0.5,0,True,2.0,2SLS,2000,0,0.2229342070696442,0.2227916428401946,0.2229342070696442,0.23252930383794,0.0647564596514512,0.095,0.259054513155613,1.01805961013017,1.999462223756705
20,500,100,100.0,0.5,0,True,2.0,JIVE1,2000,0,-0.5713274550750973,-0.5781803929998246,0.5713274550750973,0.5919472463015155,0.1240620472050016,0.0,0.3640235257446825,0.7467163324124603,1.999462223756705
20,500,100,100.0,0.5,0,True,2.0,JIVE2,2000,0,-0.4625335938312967,-0.4705944408705234,0.4625335938312967,0.4967148289974772,0.1561065763550964,0.021,0.4270427226199452,0.6961699422761661,1.999462223756705
20,500,100,100.0,0.5,0,True,2.0,UJIVE1,2000,0,-0.0099494189179683,-0.0381195513348004,0.1127990028966087,0.2142447233912734,0.1718417192358534,0.952,0.6041980355572418,0.8947791217894867,1.999462223756705
